cat_num,format,parent_species,recordist,year,date_uploaded,asset_restricted,behaviors,age_sex,ml_collection_type,average_community_rating
330180021,audio,Cuculus canorus,Thomas Brooks,2021,4/25/2021,Public,,,,4
236974261,audio,Cuculus canorus,Petra Jensen,2020,5/20/2020,Public,,,,2
245432351,audio,Cuculus canorus,Sandeep Biswas,2019,6/24/2020,Public,Call,Adult – 1,,3.5
461042621,audio,Cuculus canorus,Mark Robbins,2022,6/20/2022,Public,Song,Adult Male – 1,,3.5
508336701,audio,Cuculus canorus,Jack Kew,2022,11/28/2022,Public,,,,3
564860731,audio,Cuculus canorus,Andrew Steele,2023,4/30/2023,Public,,,,1
245955551,audio,Cuculus canorus,Huw Lloyd,2020,6/27/2020,Public,,,,3
593904951,audio,Cuculus canorus,Paolo Matteucci,2023,7/14/2023,Public,,,,2
245764741,audio,Cuculus canorus,Huw Lloyd,2020,6/26/2020,Public,,,,4
604317531,audio,Cuculus canorus,Santiago Delgado López,2023,8/17/2023,Public,,,,0
465533911,audio,Cuculus canorus,Dhyey Shah,2022,7/7/2022,Public,,,,0
47715881,audio,Cuculus canorus,Andrés Martínez,2014,2/7/2017,Public,Song,,,2.67
105396141,audio,Cuculus canorus,Jorge  Safara,2018,6/24/2018,Public,,,,1
57136991,audio,Cuculus canorus,Lynden Schofield,2017,5/7/2017,Public,Call; Song,Adult Male,,3.5
575235141,audio,Cuculus canorus,Anonymous,2023,5/21/2023,Public,Song,Adult Male – 1,,3
486972691,audio,Cuculus canorus,Mike Blancher,2022,9/24/2022,Public,,,,2
48591731,audio,Cuculus canorus,James (Jim) Holmes,2014,2/17/2017,Public,Song,,,3.75
59328091,audio,Cuculus canorus,Oliver Burton,2017,5/26/2017,Public,Call,,,2
304311,audio,Cuculus canorus,Peter Boesman,2007,12/15/2020,Public,Song,,archive,4
340651121,audio,Cuculus canorus,Ray Tsu 诸 仁,2020,5/20/2021,Public,,,,4
602800691,audio,Cuculus canorus,Nathan Pieplow,2017,8/12/2023,Public,,,,0
240989691,audio,Cuculus canorus,Huw Lloyd,2020,6/4/2020,Public,,,,2
8252,audio,Cuculus canorus,Myles E. W. North,1963,7/20/2016,Public,Song,,archive,2
159487011,audio,Cuculus canorus,Orlando Jarquín,2019,5/19/2019,Public,Song,Adult,,3
93945591,audio,Cuculus canorus,Ezra Rynjah,2018,4/11/2018,Public,Call; Flight Call,Adult Male,,2.5
354135881,audio,Cuculus canorus,Esha Munshi,2021,7/13/2021,Public,,Unknown – 2,,4
350554231,audio,Cuculus canorus,Dario Taraborelli,2019,6/26/2021,Public,,,,3.5
584630481,audio,Cuculus canorus,Zaber Ansary - BirdingBD.com,2023,6/14/2023,Public,,,,0
575022671,audio,Cuculus canorus,Paulo  Roncon,2023,5/20/2023,Public,Song,,,0
546885161,audio,Cuculus canorus,Stuart Fisher,2022,3/18/2023,Public,Song,Adult Male – 1,,3
231535501,audio,Cuculus canorus,Miguel Vallespir Castello,2020,5/7/2020,Public,Song,Adult Male – 1,,4
442527451,audio,Cuculus canorus,Aitor Zabala,2022,5/1/2022,Public,Song,Adult – 1,,2
346649011,audio,Cuculus canorus,Eduardo Realinho,2021,6/10/2021,Public,Song,Adult Male – 1,,5
157253631,audio,Cyanistes caeruleus,Brian Henderson,2017,5/9/2019,Public,Call,,,2.5
203947601,audio,Cyanistes caeruleus,Eric francois Roualet,2018,2/3/2020,Public,Call,Unknown – 1,,3
166624781,audio,Cyanistes caeruleus,Murat Uyman,2019,7/2/2019,Public,Song,,,3
80884201,audio,Cyanistes caeruleus,Jessie Barry,2017,1/6/2018,Public,,,,2.5
547104831,audio,Cyanistes caeruleus,Ivan V,2023,3/19/2023,Public,,,,2.67
355730501,audio,Cyanistes caeruleus,Anonymous,2021,7/20/2021,Public,,,,1
556575131,audio,Cyanistes caeruleus,Bemma Watson Hernandez,2023,4/11/2023,Public,,,,1
222542551,audio,Cyanistes caeruleus,Paolo Matteucci,2020,4/11/2020,Public,,,,2.5
206458961,audio,Cyanistes caeruleus,A Emmerson,2020,1/31/2020,Public,Call,Adult – 1,,3
211656091,audio,Cyanistes caeruleus,Godfried Schreur,2020,2/25/2020,Public,,,,4
152878921,audio,Cyanistes caeruleus,Francisco Javier  Calvo lesmes,2019,4/22/2019,Public,,,,3.5
162824,audio,Cyanistes caeruleus,Gregory Budney,1991,7/20/2016,Public,,,archive,3
212232321,audio,Cyanistes caeruleus,Jorge Leitão,2020,2/28/2020,Public,,,,3.5
344062351,audio,Cyanistes caeruleus,Elan Federico Zucchetti,2021,5/31/2021,Public,,,,3
243963381,audio,Cyanistes caeruleus,Jorge Leitão,2020,6/17/2020,Public,Call,Adult Male – 1,,5
397644981,audio,Cyanistes caeruleus,Kathryn Milligan,2021,12/20/2021,Public,,,,1
488796471,audio,Cyanistes caeruleus,Heidi Ananthakrishnan,2022,9/29/2022,Public,,,,3
94126181,audio,Cyanistes caeruleus,Svein Ole Mikalsen,2018,4/12/2018,Public,Song,,,2.5
526419131,audio,Cyanistes caeruleus,Eric francois Roualet,2023,1/21/2023,Public,,,,4
600860451,audio,Cyanistes caeruleus,Amy Maranto,2023,8/6/2023,Public,,,,1
597658171,audio,Cyanistes caeruleus,Amy Maranto,2023,7/26/2023,Public,,,,1
555457661,audio,Cyanistes caeruleus,Mike Trent,2023,4/9/2023,Public,Call,Adult – 1,,4
348802381,audio,Cyanistes caeruleus,Jorge Leitão,2021,6/19/2021,Public,Call,Adult Female – 1; Juvenile – 2,,2
516161111,audio,Cyanistes caeruleus,Anonymous,2022,12/24/2022,Public,,,,5
225030881,audio,Cyanistes caeruleus,Sławomir Karpicki-Ignatowski🦤,2020,4/19/2020,Public,,,,3
424482861,audio,Cyanistes caeruleus,Antonio Xeira,2020,3/12/2022,Public,Song,Adult – 1,,4.5
538330961,audio,Cyanistes caeruleus,Juan Carlos Albero,2023,2/22/2023,Public,Song,,,4
549179801,audio,Cyanistes caeruleus,Carlos Pereira,2023,3/24/2023,Public,,,,5
432020161,audio,Cyanistes caeruleus,Bemma Watson Hernandez,2022,4/4/2022,Public,,,,2
386150981,audio,Cyanistes caeruleus,Adrien Mauss,2021,11/7/2021,Public,Flight Call,,,3
552611121,audio,Cyanistes caeruleus,kenneth lipshy,2023,4/2/2023,Public,,,,2
608271231,audio,Cyanistes caeruleus,Js Colsmith,2023,8/29/2023,Public,,,,0
305329,audio,Cyanistes caeruleus,Peter Boesman,2018,12/15/2020,Public,Call,,archive,1
305099031,audio,Cyanistes caeruleus,Fernando T Rico,2021,2/7/2021,Public,,,,3
582386421,audio,Cyanistes caeruleus,African Googre,2023,6/8/2023,Public,Call,Juvenile – 2,,3
321352491,audio,Cyanistes caeruleus,Lukasz Pulawski,2021,3/30/2021,Public,,,,4
518981571,audio,Cyanistes caeruleus,Ignacio Barrionuevo,2023,1/1/2023,Public,Song,Adult – 2,,4
577070161,audio,Cyanistes caeruleus,Mark Lewis,2023,5/25/2023,Public,Call; Foraging or Eating,Unknown – 1,,5
210923491,audio,Cyanistes caeruleus,Juan Cavero Alcaine,2020,2/22/2020,Public,,,,3
302323811,audio,Cyanistes caeruleus,Fernando T Rico,2021,1/29/2021,Public,,,,3
152479111,audio,Cyanistes caeruleus,Matías Garrido 🐧,2019,4/21/2019,Public,Call; Non-vocal,Adult,,2
140001161,audio,Cyanistes caeruleus,Miguel Martín Diego,2019,2/10/2019,Public,,,,3
583443431,audio,Cyanistes caeruleus,Herb Elliott,2023,6/11/2023,Public,,,,2
571725151,audio,Cyanistes caeruleus,Ángel Faro Ballesteros,2023,5/14/2023,Public,,,,3.67
545863681,audio,Cyanistes caeruleus,Norbert Würfl,2023,3/15/2023,Public,,,,3.5
592412831,audio,Cyanistes caeruleus,Kevin Smith,2023,7/9/2023,Public,,,,0
554533101,audio,Cyanistes caeruleus,Gonzalo Bel Lallave,2023,4/7/2023,Public,,,,2
507773661,audio,Cyanistes caeruleus,Mihailo Tepavcevic,2022,11/27/2022,Public,,,,2.5
108400291,audio,Cyanistes caeruleus,Brian Henderson,2017,7/23/2018,Public,Call,,,2.67
139576221,audio,Cyanistes caeruleus,Ana María Meseguer Martínez,2019,2/8/2019,Public,Call; Song,Adult,,3.67
388346051,audio,Cyanistes caeruleus,Radovan Václav,2021,11/15/2021,Public,Call; Flight Call,Unknown – 1,,3
581354861,audio,Cyanistes caeruleus,Herb Elliott,2023,6/4/2023,Public,,,,5
236849871,audio,Cyanistes caeruleus,John L. Muddeman,2020,5/20/2020,Public,Call,Juvenile – 3,,3
549722011,audio,Cyanistes caeruleus,Thomas Churchyard,2023,3/26/2023,Public,Song,,,1
473452441,audio,Cyanistes caeruleus,Mhairi McFarlane,2022,8/7/2022,Public,Song,,,2
209541891,audio,Cyanistes caeruleus,Juan Cavero Alcaine,2020,2/16/2020,Public,,,,3.5
232330761,audio,Cyanistes caeruleus,Ignacio Barrionuevo,2020,5/9/2020,Public,Call; Carrying Food; Song,,,2.5
330473121,audio,Cyanistes caeruleus,Marc Cutrina,2021,4/26/2021,Public,,,,3
459104711,audio,Cyanistes caeruleus,Heather Chenery,2022,6/13/2022,Public,,,,3
534852151,audio,Cyanistes caeruleus,Natalia  Iris,2023,2/13/2023,Public,,,,5
391013051,audio,Cyanistes caeruleus,Francisco Molinero,2021,11/26/2021,Public,,,,3
197171561,audio,Cyanistes caeruleus,A Emmerson,2020,1/4/2020,Public,Call,Adult – 1,,2
137362601,audio,Cyanistes caeruleus,Dominic Garcia-Hall,2019,1/27/2019,Public,Call; Flight Call; Non-vocal; Song,Adult Male,,4.55
306104651,audio,Cyanistes caeruleus,Fernando T Rico,2021,2/10/2021,Public,,,,3
459909491,audio,Cyanistes caeruleus,Ethan K,2022,6/16/2022,Public,,,,3
319141381,audio,Cyanistes caeruleus,Guillermo López Zamora,2021,3/23/2021,Public,,,,3
20578,audio,Cyanistes caeruleus,Ronald I. Orenstein,1976,7/20/2016,Public,,,archive,1
463075331,audio,Cyanistes caeruleus,Asher Perla,2022,6/27/2022,Public,Call,Adult – 1,,4.5
87434091,audio,Cyanistes caeruleus,Miguel Ángel Madrid Gómez,2018,2/25/2018,Public,,,,3
596286521,audio,Cyanistes caeruleus,Amy Maranto,2023,7/22/2023,Public,,,,1
215650611,audio,Cyanistes caeruleus,Nelson Conceição,2020,3/15/2020,Public,Song,,,4
176942771,audio,Cyanistes caeruleus,Pedro Fernandes,2019,9/13/2019,Public,Flight Call; Flying,,,2.5
409525081,audio,Cyanistes caeruleus,Connor Proudfoot,2022,1/25/2022,Public,,,,4.5
400678371,audio,Cyanistes caeruleus,Sophie Ertl,2021,12/31/2021,Public,,,,3
417303161,audio,Cyanistes caeruleus,Codrin Bucur,2022,2/18/2022,Public,Song,Adult Male – 1,,4.5
431865341,audio,Cyanistes caeruleus,Heather Chenery,2022,4/4/2022,Public,Call,Adult – 1,,3
348207961,audio,Cyanistes caeruleus,Dmitriy Pashchenko,2021,6/16/2021,Public,,,,3
309034821,audio,Cyanistes caeruleus,Kalle Rainio,2018,2/18/2021,Public,Song,,,2
556576211,audio,Cyanistes caeruleus,Dennis Wiens,2023,4/11/2023,Public,,,,1
303712621,audio,Cyanistes caeruleus,Francisco Javier  Calvo lesmes,2021,2/2/2021,Public,,,,4
434832231,audio,Cyanistes caeruleus,John L. Muddeman,2022,4/12/2022,Public,Call,Adult – 1,,3
432919531,audio,Cyanistes caeruleus,Bemma Watson Hernandez,2022,4/7/2022,Public,,,,2
151383781,audio,Cyanistes caeruleus,Jorge Leitão,2019,4/16/2019,Public,Song,,,3
335935501,audio,Cyanistes caeruleus,Anonymous,2021,5/9/2021,Public,,,,3
141623961,audio,Cyanistes caeruleus,Aitor Mora Solano,2019,2/19/2019,Public,Call,,,3
90090041,audio,Cyanistes caeruleus,João Tomás,2018,3/17/2018,Public,Call,,,3.5
317695321,audio,Cyanistes caeruleus,Steve Thorpe,2021,3/18/2021,Public,,,,3
219167141,audio,Cyanistes caeruleus,Alexander Hagge,2020,3/29/2020,Public,,,,3.5
436580491,audio,Cyanistes caeruleus,Paweł Malczyk,2022,4/17/2022,Public,,,,3
565285431,audio,Cyanistes caeruleus,Tammo Reichgelt,2022,4/30/2023,Public,,,,4
305299,audio,Cyanistes caeruleus,Peter Boesman,2018,12/15/2020,Public,Call; Flight Call,,archive,4.5
606874061,audio,Cyanistes caeruleus,Amy Maranto,2023,8/25/2023,Public,,,,1
155885491,audio,Cyanistes caeruleus,Brian Henderson,2017,5/4/2019,Public,Song,,,3.67
278357571,audio,Cyanistes caeruleus,Guillermo López Zamora,2020,11/8/2020,Public,,,,4
252985941,audio,Cyanistes caeruleus,Nelson Conceição,2020,8/2/2020,Public,Call; Song,,,3
446588691,audio,Cyanistes caeruleus,Silas Würfl,2022,5/10/2022,Public,Song,,,5
381914211,audio,Cyanistes caeruleus,Sławomir Karpicki-Ignatowski🦤,2021,10/23/2021,Public,,,,3
537908501,audio,Cyanistes caeruleus,leon berthou,2023,2/21/2023,Public,Song,Adult – 1,,4
595952731,audio,Cyanistes caeruleus,M Sadat,2023,7/21/2023,Public,,,,3
147887041,audio,Cyanistes caeruleus,Orlando Jarquín,2019,3/29/2019,Public,Call,Adult,,3
253303821,audio,Delichon urbicum,Miguel Rouco,2020,8/3/2020,Public,,,,4.2
353000101,audio,Delichon urbicum,Lorenzo Cocco,2021,7/8/2021,Public,Call,Adult – 1; Juvenile – 1,,3.25
468817201,audio,Delichon urbicum,David Roberts,2022,7/20/2022,Public,,,,2
359220581,audio,Delichon urbicum,Jorge Leitão,2021,8/5/2021,Public,,,,2.75
250086151,audio,Delichon urbicum,Fernando T Rico,2020,7/18/2020,Public,,,,2.67
66123131,audio,Delichon urbicum,Pedro  Filipe Pereira,2017,8/15/2017,Public,Call,Juvenile,,3.6
501226871,audio,Delichon urbicum,John G. Phillips,2022,11/6/2022,Public,,,,2
594602571,audio,Delichon urbicum,Sever Nagulov,2023,7/16/2023,Public,,,,0
582710291,audio,Delichon urbicum,Anita Gould,2023,6/8/2023,Public,,,,2
593890551,audio,Delichon urbicum,Bob Hasenick,2023,7/14/2023,Public,Call; Foraging or Eating,Adult – 1,,2
309429711,audio,Delichon urbicum,Alba Sanjuán,2021,2/19/2021,Public,,,,1.33
387721811,audio,Delichon urbicum,A Emmerson,2021,11/13/2021,Public,Flight Call; Flying,Adult – 1,,2
606607891,audio,Delichon urbicum,Kriss Replogle,2023,8/24/2023,Public,Call,,,2
582246041,audio,Delichon urbicum,Juan Carlos Albero,2023,6/7/2023,Public,,,,0
436028721,audio,Delichon urbicum,Paulo Narciso,2022,4/16/2022,Public,Flight Call,Adult – 1,,4.4
355907281,audio,Delichon urbicum,Daniel Brzdęk,2021,7/21/2021,Public,,,,2.67
430164101,audio,Delichon urbicum,Fernando T Rico,2022,3/30/2022,Public,,,,4
241391941,audio,Delichon urbicum,Fernando T Rico,2020,6/6/2020,Public,Flight Call,,,3.25
466804211,audio,Delichon urbicum,Barbora Dvořáková,2022,7/12/2022,Public,,,,3
98014141,audio,Delichon urbicum,Rui Lourenço,2018,5/4/2018,Public,Call; Flight Call,Adult,,3.8
472713901,audio,Delichon urbicum,Jesús Iglesias,2022,8/5/2022,Public,,,,1
101537191,audio,Delichon urbicum,Nelson Conceição,2018,5/22/2018,Public,Flight Call,,,2.5
473622181,audio,Delichon urbicum,Fernando T Rico,2022,8/8/2022,Public,,,,3
594913941,audio,Delichon urbicum,Kevin Gong,2023,7/17/2023,Public,,,,0
151877711,audio,Delichon urbicum,Thomas Brooks,2019,4/18/2019,Public,,,,2.5
295198881,audio,Delichon urbicum,A Emmerson,2018,1/6/2021,Public,Flight Call; Flying,Adult – 1,,2.33
456213861,audio,Delichon urbicum,Vincent Palmer,2022,6/3/2022,Public,,,,1
472244561,audio,Delichon urbicum,Fernando T Rico,2022,8/3/2022,Public,,,,3
583525801,audio,Delichon urbicum,Gregorio Chaguaceda Tomás,2023,6/11/2023,Public,,,,0
457243151,audio,Delichon urbicum,Courtney Brooks,2022,6/6/2022,Public,,,,2
385436291,audio,Delichon urbicum,Haris Omano,2020,11/5/2021,Public,,,,2.8
475737111,audio,Delichon urbicum,Peyton Stone,2022,8/16/2022,Public,Call,,,3
252593171,audio,Delichon urbicum,Fernando T Rico,2020,7/31/2020,Public,,,,3.2
98172531,audio,Delichon urbicum,Theocharis Linardatos,2018,5/5/2018,Public,Call; Song,Adult,,3.25
587722231,audio,Delichon urbicum,Paolo Matteucci,2023,6/24/2023,Public,,,,0
373223631,audio,Delichon urbicum,Paulo Narciso,2021,9/28/2021,Public,Flight Call,Juvenile – 1,,4.44
101686861,audio,Delichon urbicum,Nelson Conceição,2018,5/23/2018,Public,Flight Call,Adult,,2.2
532989481,audio,Delichon urbicum,Nelson Conceição NFC Station,2023,2/8/2023,Public,Call,,,1
59171351,audio,Delichon urbicum,Patrik Åberg,2012,5/24/2017,Public,Call,,,3.4
341121481,audio,Delichon urbicum,Berkay Alagöz,2021,5/22/2021,Public,Flying; Song,,,3
166697331,audio,Delichon urbicum,Matías Garrido 🐧,2019,7/2/2019,Public,Call,Adult,,2.8
347383941,audio,Delichon urbicum,Itay Berger,2021,6/13/2021,Public,,,,2.75
247412181,audio,Delichon urbicum,Anonymous,2020,7/4/2020,Public,,,,2.33
367420511,audio,Delichon urbicum,Alexander Lees,2021,9/7/2021,Public,Flight Call,,,2
460553341,audio,Delichon urbicum,Carlos Pereira,2022,6/18/2022,Public,,,,3
570683761,audio,Delichon urbicum,Korah Rahtahmah,2023,5/12/2023,Public,,,,0
226756681,audio,Delichon urbicum,Nelson Conceição,2020,4/24/2020,Public,Flight Call,,,2.33
107204301,audio,Delichon urbicum,Jay McGowan,2018,7/11/2018,Public,Call,,,2.75
533344521,audio,Delichon urbicum,Nelson Conceição NFC Station,2023,2/9/2023,Public,Call,,,3
458692731,audio,Delichon urbicum,Alfredo  Sánchez Galán,2022,6/12/2022,Public,,,,3
356969351,audio,Delichon urbicum,Paulo Narciso,2021,7/26/2021,Public,Flight Call,Adult – 1,,4.56
366427011,audio,Delichon urbicum,Michał  Jezierski,2021,9/4/2021,Public,Flight Call,,,3.25
461157061,audio,Delichon urbicum,Mark Robbins,2022,6/20/2022,Public,Flight Call,Adult – 10,,2
323264611,audio,Delichon urbicum,Fernando T Rico,2021,4/5/2021,Public,,,,2.67
258001851,audio,Delichon urbicum,Fernando T Rico,2020,8/26/2020,Public,,,,2.67
589789111,audio,Delichon urbicum,Kate E Magoon,2023,6/30/2023,Public,,,,0
109700131,audio,Delichon urbicum,Jay McGowan,2018,8/4/2018,Public,Call,,,2.5
600857381,audio,Delichon urbicum,Rubén Blázquez Comisaña,2023,8/6/2023,Public,Call; Flying,Adult – 1,,2
469234021,audio,Delichon urbicum,Stacy Elliott,2022,7/22/2022,Public,,,,1
363392881,audio,Delichon urbicum,Jorge Leitão,2021,8/23/2021,Public,Flight Call,,,3.5
582163821,audio,Delichon urbicum,Heidi Krajewsky,2023,6/7/2023,Public,,,,3
526879701,audio,Delichon urbicum,Joe Parham,2022,1/22/2023,Public,,,,3
473435771,audio,Delichon urbicum,Jorge Leitão,2022,8/7/2022,Public,Flight Call,,,3.67
573119081,audio,Delichon urbicum,Stuart Fisher,2023,5/16/2023,Public,Flight Call; Flying; Foraging or Eating,,,3
305690,audio,Delichon urbicum,Peter Boesman,2019,12/22/2020,Public,Call,,archive,3.5
110123521,audio,Delichon urbicum,Dominic Garcia-Hall,2018,8/8/2018,Public,Call; Flight Call,Unknown,,3.5
222956781,audio,Delichon urbicum,Alan  Troyer,2020,4/12/2020,Public,,,,2.83
451488961,audio,Delichon urbicum,Jorge Leitão,2022,5/21/2022,Public,Flight Call,,,3
36986551,audio,Delichon urbicum,Colby Neuman,2016,10/9/2016,Public,Call,,,2.2
586384341,audio,Delichon urbicum,jaap eerdmans,2023,6/19/2023,Public,,,,0
224675911,audio,Delichon urbicum,Nelson Conceição,2020,4/18/2020,Public,Flight Call,,,2.33
605947221,audio,Delichon urbicum,Kriss Replogle,2023,8/22/2023,Public,Call,,,2
181180801,audio,Delichon urbicum,Ray Scally,2019,10/9/2019,Public,,,,2.5
604092131,audio,Delichon urbicum,James (Jim) Holmes,2023,8/16/2023,Public,Call,,,3
236582821,audio,Delichon urbicum,Paolo Matteucci,2020,5/19/2020,Public,,,,3
339959651,audio,Delichon urbicum,Paulo Narciso,2021,5/18/2021,Public,Flight Call,Adult – 1,,3.8
606599831,audio,Delichon urbicum,Kriss Replogle,2023,8/24/2023,Public,Call,,,2
597104021,audio,Delichon urbicum,Xabi Varela,2022,7/24/2023,Public,,,,0
584274031,audio,Delichon urbicum,Ryan Irvine,2023,6/13/2023,Public,,,,0
389708211,audio,Delichon urbicum,Eric francois Roualet,2021,11/21/2021,Public,,,,0
475059341,audio,Delichon urbicum,Aman Mottaqui-Tabar,2022,8/14/2022,Public,,,,2
272107371,audio,Delichon urbicum,Jaime Pires,2020,10/18/2020,Public,,,,2.67
350419581,audio,Delichon urbicum,Fernando T Rico,2021,6/26/2021,Public,Flight Call; Flying,,,3.25
344127751,audio,Delichon urbicum,Mikołaj Przygoda,2021,5/31/2021,Public,,,,2
432215371,audio,Delichon urbicum,Jorge Leitão,2022,4/5/2022,Public,Flight Call,,,3
595144711,audio,Delichon urbicum,Kevin Gong,2023,7/18/2023,Public,,,,0
458186551,audio,Delichon urbicum,Fernando Aranguren jimenez,2022,6/10/2022,Public,,,,5
107887721,audio,Delichon urbicum,Orlando Jarquín,2018,7/18/2018,Public,Flight Song,,,2.75
603348381,audio,Delichon urbicum,Jérémy Calvo,2023,8/14/2023,Public,Flight Call; Flying,,,5
305689,audio,Delichon urbicum,Peter Boesman,2019,12/22/2020,Public,Song,,archive,3.5
596251531,audio,Delichon urbicum,David Kuster,2023,7/22/2023,Public,,,,5
485287421,audio,Delichon urbicum,Fernando T Rico,2022,9/18/2022,Public,,,,2.33
605695931,audio,Delichon urbicum,Kriss Replogle,2023,8/21/2023,Public,Call,,,2
352592581,audio,Delichon urbicum,Paolo Matteucci,2021,7/6/2021,Public,,,,3.5
475071921,audio,Delichon urbicum,Nelson Conceição,2022,8/14/2022,Public,Flight Call,,,3
213790391,audio,Delichon urbicum,Nelson Conceição,2020,3/6/2020,Public,Flight Call; Flying,,,2.75
58817881,audio,Delichon urbicum,Lynden Schofield,2017,5/21/2017,Public,Call; Song,Adult Female,,3.4
330534501,audio,Delichon urbicum,Fernando T Rico,2021,4/26/2021,Public,,,,2.75
480672401,audio,Delichon urbicum,Zachary Peterson,2022,9/3/2022,Public,,,,3.5
124107101,audio,Delichon urbicum,Aitor Mora Solano,2017,11/18/2018,Public,Song,,,3.75
451902541,audio,Fulica atra,Anonymous,2022,5/22/2022,Public,Call,,,4
358708661,audio,Fulica atra,Connor Johnson,2021,8/3/2021,Public,,,,4
348388241,audio,Fulica atra,Peter Boesman,2021,6/17/2021,Public,Call,,,3
502481701,audio,Fulica atra,Angus Schmidt,2022,11/10/2022,Public,,,,3.5
321916051,audio,Fulica atra,Nelson Conceição,2021,4/1/2021,Public,Call,,,4.33
171604011,audio,Fulica atra,Zebedee Muller,2019,8/8/2019,Public,,,,2.67
312427371,audio,Fulica atra,Dave Andrews,2021,2/28/2021,Public,,,,1.5
321502521,audio,Fulica atra,Peter Boesman,2021,3/31/2021,Public,Call,,,3.5
405093091,audio,Fulica atra,Petra Jensen,2021,1/12/2022,Public,,Juvenile – 1,,3.5
455268061,audio,Fulica atra,Patrice Dubus,2021,5/31/2022,Public,,,,2.5
428329841,audio,Fulica atra,Cleland Wallace,2022,3/24/2022,Public,,,,2.5
415631381,audio,Fulica atra,Hiromi Arima,2022,2/12/2022,Public,Call,Adult – 1,,4
607950991,audio,Fulica atra,Kriss Replogle,2023,8/28/2023,Public,Call,Unknown – 1,,3
454815041,audio,Fulica atra,Alejandro Sanz,2021,5/30/2022,Public,,,,4.67
580075881,audio,Fulica atra,Kevin Cheng,2023,6/1/2023,Public,,,,2.5
436497001,audio,Fulica atra,Ivan V,2021,4/17/2022,Public,,,,3.5
222973531,audio,Fulica atra,Conor MacKenzie,2020,4/12/2020,Public,,,,2.5
228312471,audio,Fulica atra,Conor MacKenzie,2020,4/28/2020,Public,,,,2.5
360686761,audio,Fulica atra,Fernando T Rico,2021,8/12/2021,Public,,,,4
454436361,audio,Fulica atra,GOVIND GIRIJA,2022,5/29/2022,Public,,,,4
569769311,audio,Fulica atra,Deepali Watve,2023,5/10/2023,Public,,,,5
224048151,audio,Fulica atra,Calum Mckellar,2020,4/16/2020,Public,,,,2
311933581,audio,Fulica atra,Isaac  West,2021,2/27/2021,Public,,,,3.33
503341471,audio,Fulica atra,Hynek Koziol,2022,11/13/2022,Public,,,,4
224080461,audio,Fulica atra,Fer Goytre Guadanuño NFC Station,2020,4/16/2020,Public,,,,2.33
471843851,audio,Fulica atra,Mark Lewis,2022,8/1/2022,Public,Call; Flight Call; Flying,Unknown – 1,,2
136082,audio,Fulica atra,Matthew D. Medler,2004,7/20/2016,Public,Call,Adult – 1,archive,5
549075061,audio,Fulica atra,Sever Nagulov,2023,3/24/2023,Public,Call,,,4.5
285315,audio,Fulica atra,Peter Boesman,2019,5/28/2020,Public,Call,,archive,1.5
99188131,audio,Fulica atra,Ramesh Desai,2018,5/8/2018,Public,Call,Adult,,2.25
129648471,audio,Fulica atra,Ganeshwar S V,2018,12/18/2018,Public,Call,,,3.5
502354101,audio,Fulica atra,Fernando T Rico,2022,11/10/2022,Public,,,,4.5
223321531,audio,Fulica atra,Simon Colenutt,2020,4/13/2020,Public,,,,2.33
368737791,audio,Fulica atra,Jim Kirker,2021,9/12/2021,Public,Call; Feeding Young,Adult – 1; Juvenile – 1,,3
527321581,audio,Fulica atra,João Tomás,2023,1/23/2023,Public,Call,,,2.67
567715011,audio,Fulica atra,African Googre,2023,5/6/2023,Public,Call,Adult – 1,,3.5
359760181,audio,Fulica atra,Paolo Matteucci,2021,8/8/2021,Public,,,,2.5
90752611,audio,Fulica atra,Lees-Moura Autonomous Recorders,2018,3/21/2018,Public,Flight Call,,,2
368737921,audio,Fulica atra,Jim Kirker,2021,9/12/2021,Public,Call,Juvenile – 1,,1.5
484549711,audio,Fulica atra,Curtis Thompson,2022,9/16/2022,Public,,,,3
552474681,audio,Fulica atra,Anonymous,2023,4/2/2023,Public,Flight Call,,,1.5
504268081,audio,Fulica atra,Antonio Xeira,2018,11/16/2022,Public,Call,Adult – 1; Juvenile – 1,,3
503267861,audio,Fulica atra,Heather Chenery,2022,11/13/2022,Public,Call,Adult – 1,,4
348844391,audio,Fulica atra,Thomas Brooks,2021,6/19/2021,Public,Call,Immature – 1,,1
598762771,audio,Fulica atra,Farshad Pourmalek,2023,7/30/2023,Public,,,,0
465992871,audio,Fulica atra,Scott Sneed,2022,7/9/2022,Public,,,,2
383809191,audio,Fulica atra,Adrien Mauss,2021,10/30/2021,Public,Call,,,4.5
183150861,audio,Fulica atra,Lees-Moura Autonomous Recorders,2019,10/20/2019,Public,Flight Call,,,2.25
255660291,audio,Fulica atra,Miguel Rouco,2020,8/15/2020,Public,,,,4
369085691,audio,Fulica atra,Sudip Simha,2021,9/13/2021,Public,,,,2
228312491,audio,Fulica atra,Conor MacKenzie,2020,4/28/2020,Public,,,,3
549370041,audio,Fulica atra,Javier Prieta,2023,3/25/2023,Public,Call,,,2.5
226386821,audio,Fulica atra,Dominic Mitchell,2020,4/23/2020,Public,Flight Call; Flying,Unknown – 1,,2.5
592613921,audio,Fulica atra,Bob Hasenick,2023,7/9/2023,Public,Call; Foraging or Eating,Adult – 1; Juvenile – 1,,2
317656401,audio,Fulica atra,Huw Lloyd,2021,3/18/2021,Public,,,,4.67
